SALE TYPE,SOLD DATE,PROPERTY TYPE,ADDRESS,CITY,STATE OR PROVINCE,ZIP OR POSTAL CODE,PRICE,BEDS,BATHS,LOCATION,SQUARE FEET,LOT SIZE,YEAR BUILT,DAYS ON MARKET,$/SQUARE FEET,HOA/MONTH,STATUS,NEXT OPEN HOUSE START TIME,NEXT OPEN HOUSE END TIME,URL (SEE http://www.redfin.com/buy-a-home/comparative-market-analysis FOR INFO ON PRICING),SOURCE,MLS#,FAVORITE,INTERESTED,LATITUDE,LONGITUDE
Redfin Data,,Single Family Residential,7500 Blaise Trl,McLean,VA,22102,1300000,4,3.5,McLean,2549,87120,1973,1,510,,Pre On-Market,,,http://www.redfin.com/VA/McLean/7500-Blaise-Trl-22102/home/9273869,Coming Soon,78366,N,Y,38.9476409,-77.2042213
Redfin Data,,Condo/Co-op,3910 Doc Berlin Dr #14,Silver Spring,MD,20906,329900,2,2.0,Silver Spring,1040,,2016,1,317,246,Pre On-Market,,,http://www.redfin.com/MD/Silver-Spring/3910-Doc-Berlin-Dr-20906/unit-14/home/104458775,Coming Soon,78422,N,Y,39.1133417,-77.07349
Redfin Data,,Single Family Residential,7518 Browns Bridge Rd,Highland,MD,20777,749900,4,3.0,Highland,4297,43560,1958,1,175,,Pre On-Market,,,http://www.redfin.com/MD/Highland/7518-Browns-Bridge-Rd-20777/home/10122640,Coming Soon,78416,N,Y,39.1627203,-76.9457165
Redfin Data,,Condo/Co-op,11713 Karbon Hill Ct Unit 711A,Reston,VA,20191,399500,2,2.0,Reston,1582,,1987,1,253,410,Pre On-Market,,,http://www.redfin.com/VA/Reston/11713-Karbon-Hill-Ct-20191/unit-711A/home/9345359,Coming Soon,78412,N,Y,38.934358,-77.351977
Redfin Data,,Condo/Co-op,11800 Old Georgetown Rd #1325,Rockville,MD,20852,425000,2,2.0,Rockville,1222,,2006,1,348,635,Pre On-Market,,,http://www.redfin.com/MD/Rockville/11800-Old-Georgetown-Rd-20852/unit-1325/home/11759852,Coming Soon,78395,N,Y,39.0502507,-77.1108517
Redfin Data,,Condo/Co-op,676 S Columbus St,Alexandria,VA,22314,1049000,3,3.5,Alexandria,2031,,1978,1,516,610,Pre On-Market,,,http://www.redfin.com/VA/Alexandria/676-S-Columbus-St-22314/home/11863282,Coming Soon,78368,N,Y,38.7987495,-77.049368
Redfin Data,,Condo/Co-op,7950 Silverada Pl Unit 127C,Alexandria,VA,22309,222000,2,1.5,Alexandria,1100,,1978,1,202,461,Pre On-Market,,,http://www.redfin.com/VA/Alexandria/7950-Silverada-Pl-22309/unit-127C/home/9813351,Coming Soon,78367,N,Y,38.746044,-77.095978
Redfin Data,,Single Family Residential,3239 Valley Ln,Falls Church,VA,22044,1499000,4,4.0,Falls Church,3823,57063,2000,2,392,,Pre On-Market,,,http://www.redfin.com/VA/Falls-Church/3239-Valley-Ln-22044/home/9643518,Coming Soon,78337,N,Y,38.8606537,-77.1630532
Redfin Data,,Single Family Residential,1483 Dunster Ln,Potomac,MD,20854,830000,4,2.5,Potomac,2424,9235,1963,2,342,,Pre On-Market,,,http://www.redfin.com/MD/Rockville/1483-Dunster-Ln-20854/home/10512744,Coming Soon,78313,N,Y,39.0617999,-77.1692538
Redfin Data,,Condo/Co-op,9306 Palmer Pl #6,Laurel,MD,20708,270000,2,2.0,Laurel,1208,,1986,2,224,300,Pre On-Market,,,http://www.redfin.com/MD/Laurel/9306-Palmer-Pl-20708/unit-6/home/10724094,Coming Soon,78330,N,Y,39.0892908,-76.8434842
Redfin Data,,Townhouse,4714 31st St S,Arlington,VA,22206,729000,3,3.5,Arlington,1440,1352,1992,2,506,133,Pre On-Market,,,http://www.redfin.com/VA/Arlington/4714-31st-St-S-22206/home/11269320,Coming Soon,78329,N,Y,38.8367677,-77.095904
Redfin Data,,Single Family Residential,755 Barbaralynn Pl,Herndon,VA,20170,574900,5,2.5,Herndon,2000,9750,1973,2,287,,Pre On-Market,,,http://www.redfin.com/VA/Herndon/755-Barbaralynn-Pl-20170/home/9178923,Coming Soon,78325,N,Y,38.9708173,-77.3999727
Redfin Data,,Townhouse,6647 Debra Lu Way,Springfield,VA,22150,610000,3,3.0,Springfield,1920,1400,1997,3,318,119,Pre On-Market,,,http://www.redfin.com/VA/Springfield/6647-Debra-Lu-Way-22150/home/9782217,Coming Soon,78311,N,Y,38.774189,-77.159368
Redfin Data,,Single Family Residential,6623 Jessamine Ln,Annandale,VA,22003,999999,4,4.5,Annandale,3510,4856,2015,3,285,187,Pre On-Market,,,http://www.redfin.com/VA/Annandale/6623-Jessamine-Ln-22003/home/109690739,Coming Soon,78266,N,Y,38.823778,-77.1716826
Redfin Data,,Single Family Residential,11140 Rich Meadow Dr,Great Falls,VA,22066,1100000,4,3.5,Great Falls,4560,76316,1986,3,241,,Pre On-Market,,,http://www.redfin.com/VA/Great-Falls/11140-Rich-Meadow-Dr-22066/home/9075252,Coming Soon,78287,N,Y,39.0183151,-77.3371312
Redfin Data,,Single Family Residential,20454 Willowmere Ct,Sterling,VA,20165,839900,4,3.5,Sterling,4245,10890,1993,3,198,85,Pre On-Market,,,http://www.redfin.com/VA/Sterling/20454-Willowmere-Ct-20165/home/11939490,Coming Soon,78278,N,Y,39.0491671,-77.3688029
Redfin Data,,Townhouse,5507 Starboard Ct,Fairfax,VA,22032,550000,3,3.0,Fairfax,1430,1742,1976,8,385,87,Pre On-Market,,,http://www.redfin.com/VA/Fairfax/5507-Starboard-Ct-22032/home/9728268,Coming Soon,78154,N,Y,38.801616,-77.291445
Redfin Data,,Condo/Co-op,4956 Sentinel Dr Unit 9-401,Bethesda,MD,20816,489000,2,2.0,Bethesda,1367,,1975,9,358,920,Pre On-Market,,,http://www.redfin.com/MD/Bethesda/4956-Sentinel-Dr-20816/unit-9-401/home/10686010,Coming Soon,78130,N,Y,38.948531,-77.1161193
Redfin Data,,Condo/Co-op,1020 N Highland St #409,Arlington,VA,22201,479900,1,1.0,Arlington,770,,2007,23,623,,Pre On-Market,,,http://www.redfin.com/VA/Arlington/1020-N-Highland-St-22201/unit-409/home/16897836,Coming Soon,77650,N,Y,38.8849496,-77.095252
MLS Listing,,Condo/Co-op,1330 New Hampshire Ave NW #213,Washington,DC,20036,425000,1,1.0,CENTRAL,785,,1963,1,541,625,Active,,,http://www.redfin.com/DC/Washington/1330-New-Hampshire-Ave-NW-20036/unit-213/home/9056721,BRIGHT MLS,DCDC2011466,N,Y,38.9083086,-77.0451575
MLS Listing,,Single Family Residential,707 Kersey Rd,Silver Spring,MD,20902,879000,5,3.5,GRAYS ESTATES,2825,13986,1986,1,311,,Active,,,http://www.redfin.com/MD/Silver-Spring/707-Kersey-Rd-20902/home/11130065,BRIGHT MLS,MDMC2021948,N,Y,39.0468631,-77.0231391
MLS Listing,,Townhouse,13712 Penwith Ct,Chantilly,VA,20151,439900,4,3.0,BROOKSIDE SEC 2,1704,2245,1969,1,258,101,Active,,,http://www.redfin.com/VA/Chantilly/13712-Penwith-Ct-20151/home/9487138,BRIGHT MLS,VAFX2027154,N,Y,38.8842092,-77.4197578
MLS Listing,,Townhouse,3224 Sherman Ave NW,Washington,DC,20010,550000,4,1.5,COLUMBIA HEIGHTS,1575,2000,1907,1,349,,Active,,,http://www.redfin.com/DC/Washington/3224-Sherman-Ave-NW-20010/home/10028848,BRIGHT MLS,DCDC2019270,N,Y,38.9304051,-77.0268288
MLS Listing,,Townhouse,624 1/2 8th St NE #201,Washington,DC,20002,1099999,3,3.5,OLD CITY I,2496,,2014,1,441,258,Active,,,http://www.redfin.com/DC/Washington/624-1-2-8th-St-NE-20002/unit-201/home/113744949,BRIGHT MLS,DCDC2020078,N,Y,38.898084719,-76.9954551
MLS Listing,,Condo/Co-op,1444 Taylor St NW #3,Washington,DC,20011,699990,2,2.5,COLUMBIA HEIGHTS,1050,,1949,1,667,200,Active,November-7-2021 12:00 PM,November-7-2021 02:00 PM,http://www.redfin.com/DC/Washington/1444-Taylor-St-NW-20011/unit-3/home/146202825,BRIGHT MLS,DCDC2019744,N,Y,38.9404961,-77.0344044
MLS Listing,,Townhouse,3909 Kansas Ave NW,Washington,DC,20011,874900,4,4.5,COLUMBIA HEIGHTS,2700,3484,1923,1,324,,Active,,,http://www.redfin.com/DC/Washington/3909-Kansas-Ave-NW-20011/home/10191065,BRIGHT MLS,DCDC2019884,N,Y,38.939017,-77.027534
MLS Listing,,Single Family Residential,7727 Laytonia Dr,Derwood,MD,20855,549000,4,2.5,MILL CREEK TOWNE,2474,21212,1968,1,222,,Active,November-6-2021 01:00 PM,November-6-2021 03:00 PM,http://www.redfin.com/MD/Derwood/7727-Laytonia-Dr-20855/home/10737479,BRIGHT MLS,MDMC2021470,N,Y,39.1527389,-77.1586945
MLS Listing,,Condo/Co-op,10401 Grosvenor Pl #1326,Rockville,MD,20852,182900,1,1.0,GROSVENOR PARK III,560,,1966,1,327,547,Active,,,http://www.redfin.com/MD/Rockville/10401-Grosvenor-Pl-20852/unit-1326/home/10530351,BRIGHT MLS,MDMC2017960,N,Y,39.0271776,-77.1065362
MLS Listing,,Condo/Co-op,2800 Wisconsin Ave NW #202,Washington,DC,20007,205000,0,1.0,OBSERVATORY CIRCLE,392,,1964,1,523,426,Active,November-7-2021 01:00 PM,November-7-2021 03:00 PM,http://www.redfin.com/DC/Washington/2800-Wisconsin-Ave-NW-20007/unit-202/home/9974100,BRIGHT MLS,DCDC2020112,N,Y,38.9264982,-77.0734697
MLS Listing,,Single Family Residential,12673 Still Pond Ln,Oak Hill,VA,20171,825000,4,3.0,FRANKLIN FARM,3160,11521,1983,1,261,96,Active,November-7-2021 01:00 PM,November-7-2021 04:00 PM,http://www.redfin.com/VA/Herndon/12673-Still-Pond-Ln-20171/home/9429282,BRIGHT MLS,VAFX2027778,N,Y,38.9092254,-77.3888512
MLS Listing,,Townhouse,4557 Fair Valley Dr,Fairfax,VA,22033,649900,3,3.5,FAIR LAKES,1752,1880,1999,1,371,75,Active,November-6-2021 12:00 PM,November-6-2021 03:00 PM,http://www.redfin.com/VA/Fairfax/4557-Fair-Valley-Dr-22033/home/9508583,BRIGHT MLS,VAFX2028272,N,Y,38.863045,-77.3916316
MLS Listing,,Condo/Co-op,3024 Porter St NW #302,Washington,DC,20008,399000,2,1.0,CLEVELAND PARK,,,1922,1,,531,Active,November-7-2021 01:00 PM,November-7-2021 03:00 PM,http://www.redfin.com/DC/Washington/3024-Porter-St-NW-20008/unit-302/home/21676784,BRIGHT MLS,DCDC2019354,N,Y,38.9370793,-77.0626975
MLS Listing,,Condo/Co-op,1111 University Blvd W Unit 915-A,Silver Spring,MD,20902,170000,2,2.0,UNIVERSITY TOWERS CODM,1107,,1967,1,154,805,Active,,,http://www.redfin.com/MD/Silver-Spring/1111-University-Blvd-W-20902/unit-915-A/home/11117223,BRIGHT MLS,MDMC2022206,N,Y,39.0371712,-77.0272102
MLS Listing,,Single Family Residential,10205 Forest Lake Dr,Great Falls,VA,22066,1299999,4,3.5,FOREST LAKE ESTATES,4825,43875,1985,1,269,8,Active,November-7-2021 01:00 PM,November-7-2021 03:00 PM,http://www.redfin.com/VA/Great-Falls/10205-Forest-Lake-Dr-22066/home/9083212,BRIGHT MLS,VAFX2029580,N,Y,39.0194148,-77.2959585
MLS Listing,,Condo/Co-op,1321 N Adams Ct #304,Arlington,VA,22201,449900,1,1.0,COURTHOUSE HILL,715,,1996,1,629,389,Active,,,http://www.redfin.com/VA/Arlington/1321-N-Adams-Ct-22201/unit-304/home/11254545,BRIGHT MLS,VAAR2007034,N,Y,38.8888101,-77.0871456
MLS Listing,,Townhouse,6052 Haverhill Ct,Springfield,VA,22152,545000,3,3.0,CHARLESTOWN,1794,1349,1968,1,304,230,Active,,,http://www.redfin.com/VA/West-Springfield/6052-Haverhill-Ct-22152/home/9745693,BRIGHT MLS,VAFX2028836,N,Y,38.7883253,-77.2254104
MLS Listing,,Condo/Co-op,2500 Q St NW #332,Washington,DC,20007,400000,1,1.0,GEORGETOWN,1014,,1942,1,394,1008,Active,,,http://www.redfin.com/DC/Washington/2500-Q-St-NW-20007/unit-332/home/9928989,BRIGHT MLS,DCDC2019580,N,Y,38.9103711,-77.0520839
MLS Listing,,Single Family Residential,9901 Swan Dr,Laurel,MD,20723,540000,4,3.5,KINGS ARMS,2916,6763,2003,1,185,50,Active,,,http://www.redfin.com/MD/Laurel/9901-Swan-Dr-20723/home/10213077,BRIGHT MLS,MDHW2006676,N,Y,39.1229917,-76.8396396
MLS Listing,,Single Family Residential,2000 N Amelia St,Sterling,VA,20164,478000,3,2.0,STERLING PARK,1481,10019,1968,1,323,,Active,November-6-2021 01:00 PM,November-6-2021 04:00 PM,http://www.redfin.com/VA/Sterling/2000-N-Amelia-St-20164/home/11955535,BRIGHT MLS,VALO2011370,N,Y,39.0220592,-77.3880899
MLS Listing,,Townhouse,8402 Meadow Green Way,Gaithersburg,MD,20877,404800,3,3.5,FLOWER HILL,2230,1650,1989,1,182,63,Active,November-6-2021 01:00 PM,November-6-2021 03:00 PM,http://www.redfin.com/MD/Gaithersburg/8402-Meadow-Green-Way-20877/home/10852247,BRIGHT MLS,MDMC2020828,N,Y,39.1537562,-77.1713094
MLS Listing,,Condo/Co-op,2765 Centerboro Dr #349,Vienna,VA,22181,399000,2,2.0,MARQUIS AT VIENNA STATIO,1185,,2003,1,337,435,Active,,,http://www.redfin.com/VA/Vienna/2765-Centerboro-Dr-22181/unit-349/home/9851905,BRIGHT MLS,VAFX2029576,N,Y,38.8809669,-77.270397
MLS Listing,,Townhouse,9012 Giltinan Ct,Springfield,VA,22153,509000,3,3.0,GLENWOOD MANOR SEC,1766,1560,1981,1,288,89,Active,November-6-2021 12:00 PM,November-6-2021 03:00 PM,http://www.redfin.com/VA/Springfield/9012-Giltinan-Ct-22153/home/9770745,BRIGHT MLS,VAFX2028212,N,Y,38.756288,-77.256557
MLS Listing,,Townhouse,4152 Timber Log Way,Fairfax,VA,22030,519900,2,2.5,RIDGE TOP ROAD,1530,1134,2002,1,340,126,Active,November-7-2021 02:00 PM,November-7-2021 04:00 PM,http://www.redfin.com/VA/Fairfax/4152-Timber-Log-Way-22030/home/9840907,BRIGHT MLS,VAFX2029170,N,Y,38.8547166,-77.3435582
MLS Listing,,Townhouse,12507 North Lake Ct,Fairfax,VA,22033,589500,2,3.5,FAIR LAKES SEC 1A,2114,2109,1988,1,279,142,Active,,,http://www.redfin.com/VA/Fairfax/12507-N-Lake-Ct-22033/home/9507136,BRIGHT MLS,VAFX2029538,N,Y,38.8707772,-77.3807601
MLS Listing,,Single Family Residential,12203 Barclay Pl,Laurel,MD,20708,405000,4,2.5,MONTPELIER,1980,19462,1967,1,205,27,Active,,,http://www.redfin.com/MD/Laurel/12203-Barclay-Pl-20708/home/10714792,BRIGHT MLS,MDPG2016840,N,Y,39.0574606,-76.852389
MLS Listing,,Single Family Residential,5310 Taylor Rd,Riverdale,MD,20737,333000,3,1.0,RIVERDALE PARK,1222,10948,1942,1,273,,Active,,,http://www.redfin.com/MD/Riverdale/5310-Taylor-Rd-20737/home/11039921,BRIGHT MLS,MDPG2016496,N,Y,38.9527351,-76.9336751
MLS Listing,,Townhouse,1210 S Barton St #328,Arlington,VA,22204,327999,1,1.0,ARLINGTON VILLAGE,800,,1939,1,410,395,Active,November-5-2021 05:00 PM,November-5-2021 07:00 PM,http://www.redfin.com/VA/Arlington/1210-S-Barton-St-22204/unit-328/home/11272902,BRIGHT MLS,VAAR2006626,N,Y,38.8609859,-77.0834886
MLS Listing,,Townhouse,2151 Pond View Ct,Reston,VA,20191,560000,4,3.5,RESTON SEC 52 BLK 1B LIN,2138,1647,1977,1,262,100,Active,November-7-2021 01:00 PM,November-7-2021 03:00 PM,http://www.redfin.com/VA/Reston/2151-Pond-View-Ct-20191/home/9336929,BRIGHT MLS,VAFX2026948,N,Y,38.938348,-77.351381
MLS Listing,,Townhouse,1214 Fairmont St NW #3,Washington,DC,20009,1100000,3,3.0,COLUMBIA HEIGHTS,1650,,2021,1,667,206,Active,November-7-2021 01:00 PM,November-7-2021 03:00 PM,http://www.redfin.com/DC/Washington/1214-Fairmont-St-NW-20009/unit-3/home/176006974,BRIGHT MLS,DCDC2020030,N,Y,38.9244855,-77.0284111
MLS Listing,,Single Family Residential,5959 Fairview Woods Dr,Fairfax Station,VA,22039,985000,4,3.5,FAIRVIEW WOODS,4075,48265,1995,1,242,59,Active,,,http://www.redfin.com/VA/Fairfax-Station/5959-Fairview-Woods-Dr-22039/home/9726235,BRIGHT MLS,VAFX2028640,N,Y,38.7976063,-77.3360095
MLS Listing,,Condo/Co-op,1077 30th St NW #707,Washington,DC,20007,770000,2,2.0,GEORGETOWN,1084,,1980,1,710,914,Active,November-7-2021 01:00 PM,November-7-2021 04:00 PM,http://www.redfin.com/DC/Washington/1077-30th-St-NW-20007/unit-707/home/9924358,BRIGHT MLS,DCDC2018032,N,Y,38.9035525,-77.0589547
MLS Listing,,Townhouse,7804 Butterfield Ln,Annandale,VA,22003,549900,3,3.5,LAFAYETTE VILLAGE,1778,1700,1983,1,309,113,Active,November-7-2021 12:00 PM,November-7-2021 03:00 PM,http://www.redfin.com/VA/Annandale/7804-Butterfield-Ln-22003/home/9630868,BRIGHT MLS,VAFX2029388,N,Y,38.8398899,-77.215131
MLS Listing,,Single Family Residential,Lot 15 Rose Ave,Glen Burnie,MD,21061,409990,3,2.5,GLEN BURNIE HEIGHTS,1643,4800,,1,250,,Active,,,http://www.redfin.com/MD/Glen-Burnie/Lot-15-Rose-Ave-21061/home/177078187,BRIGHT MLS,MDAA2013880,N,Y,39.15526038,-76.63913231
MLS Listing,,Townhouse,6612 Desiree Ct,Alexandria,VA,22315,545000,2,3.0,ISLAND CREEK SEC,1796,1742,1995,1,303,102,Active,November-7-2021 01:00 PM,November-7-2021 03:00 PM,http://www.redfin.com/VA/Alexandria/6612-Desiree-Ct-22315/home/9807457,BRIGHT MLS,VAFX2029530,N,Y,38.7468379,-77.170564
MLS Listing,,Single Family Residential,8610 Bells Ml,Rockville,MD,20854,999000,3,2.0,WINDSOR HILLS,1813,19819,1961,1,551,,Active,,,http://www.redfin.com/MD/Rockville/8610-Bells-Mill-Rd-20854/home/10899639,BRIGHT MLS,MDMC2022182,N,Y,39.0302413,-77.1746903
MLS Listing,,Single Family Residential,9 Hilltop Rd,Silver Spring,MD,20910,899000,4,2.5,SLIGO PARK HILLS,2096,7246,1930,1,429,,Active,November-6-2021 12:00 PM,November-6-2021 02:00 PM,http://www.redfin.com/MD/Silver-Spring/9-Hilltop-Rd-20910/home/10970427,BRIGHT MLS,MDMC2021918,N,Y,38.9896932,-77.0099126
MLS Listing,,Townhouse,1139 Colonial Ave,Alexandria,VA,22314,560000,2,1.0,WESTOVER,1248,2470,1930,1,449,,Active,,,http://www.redfin.com/VA/Alexandria/1139-Colonial-Ave-22314/home/11840403,BRIGHT MLS,VAAX2005300,N,Y,38.8176429,-77.047905
MLS Listing,,Single Family Residential,3563 N Abingdon St,Arlington,VA,22207,3699000,6,6.5,COUNTRY CLUB HILLS,6487,19747,2022,1,570,,Active,,,http://www.redfin.com/VA/Arlington/3563-N-Abingdon-St-22207/home/11229524,BRIGHT MLS,VAAR2006784,N,Y,38.9142111,-77.1334834
MLS Listing,,Single Family Residential,5 Argosy Ct,Gaithersburg,MD,20878,899999,4,3.5,WASHINGTONIAN WOODS,4538,9027,1989,1,198,6,Active,November-6-2021 01:00 PM,November-6-2021 04:00 PM,http://www.redfin.com/MD/Gaithersburg/5-Argosy-Ct-20878/home/10853824,BRIGHT MLS,MDMC2021532,N,Y,39.1056344,-77.2237649
MLS Listing,,Townhouse,533 Cameron Station Blvd,Alexandria,VA,22304,499950,2,2.5,WOODLAND HALL AT CAMERN,1214,,1999,1,412,339,Active,November-7-2021 02:00 PM,November-7-2021 04:00 PM,http://www.redfin.com/VA/Alexandria/533-Cameron-Station-Blvd-22304/home/11876233,BRIGHT MLS,VAAX2005294,N,Y,38.8059122,-77.1281989
MLS Listing,,Single Family Residential,11006 Easecrest Dr,Silver Spring,MD,20902,540000,3,2.5,WHEATON OUT RES. (2),1414,11471,1957,1,382,,Active,,,http://www.redfin.com/MD/Silver-Spring/11006-Easecrest-Dr-20902/home/10951909,BRIGHT MLS,MDMC2022172,N,Y,39.0385821,-77.0395577
MLS Listing,,Townhouse,5847 Banning,Burke,VA,22015,575000,3,3.5,BURKE STATION SQUARE,2306,2600,1973,1,249,65,Active,November-7-2021 02:30 PM,November-7-2021 04:00 PM,http://www.redfin.com/VA/Burke/5847-Banning-Pl-22015/home/9735584,BRIGHT MLS,VAFX2029288,N,Y,38.79292,-77.2544
MLS Listing,,Single Family Residential,920 N Quesada St,Arlington,VA,22205,1995000,6,6.0,MADISON MANOR,7081,8460,2019,1,282,,Active,November-7-2021 01:00 PM,November-7-2021 03:00 PM,http://www.redfin.com/VA/Arlington/920-N-Quesada-St-22205/home/11240545,BRIGHT MLS,VAAR2007014,N,Y,38.8758049,-77.1497971
MLS Listing,,Condo/Co-op,4100 Cathedral Ave NW #812,Washington,DC,20016,649000,1,1.5,OBSERVATORY CIRCLE,1273,,1966,1,510,1287,Active,,,http://www.redfin.com/DC/Washington/4100-Cathedral-Ave-NW-20016/unit-812/home/9963804,BRIGHT MLS,DCDC2019630,N,Y,38.9296454,-77.0804597
MLS Listing,,Single Family Residential,512 1/2 S Pitt St,Alexandria,VA,22314,1399000,4,3.5,YATES GARDENS,2051,1845,1967,1,682,,Active,,,http://www.redfin.com/VA/Alexandria/512-1-2-N-Pitt-St-22314/unit-ALLEY/home/145733344,BRIGHT MLS,VAAX2005268,N,Y,38.799754,-77.045483
MLS Listing,,Townhouse,1462 Chapin St NW #2,Washington,DC,20009,425000,1,1.0,COLUMBIA HEIGHTS,600,,2021,1,708,157,Active,,,http://www.redfin.com/DC/Washington/1462-Chapin-St-NW-20009/unit-2/home/176685353,BRIGHT MLS,DCDC2020076,N,Y,38.921235,-77.034049
MLS Listing,,Single Family Residential,3808 Westgate Dr,Alexandria,VA,22309,625000,4,3.0,WESTGATE,2478,20000,1962,1,252,,Active,,,http://www.redfin.com/VA/Alexandria/3808-Westgate-Dr-22309/home/9826462,BRIGHT MLS,VAFX2029092,N,Y,38.7116615,-77.0984666
MLS Listing,,Single Family Residential,1 Noyes Ct,Silver Spring,MD,20910,800000,4,3.0,WOODSIDE PARK,3048,6422,1950,1,262,,Active,November-7-2021 01:00 PM,November-7-2021 03:00 PM,http://www.redfin.com/MD/Silver-Spring/1-Noyes-Ct-20910/home/177076362,BRIGHT MLS,MDMC2022016,N,Y,39.0009154,-77.0254427
MLS Listing,,Single Family Residential,8113 Tulip Poplar Ct,Severn,MD,21144,974990,5,5.5,MIKLASZ PROPERTY,6773,20967,2017,1,144,125,Active,November-7-2021 01:00 PM,November-7-2021 03:00 PM,http://www.redfin.com/MD/Severn/8113-Tulip-Poplar-Ct-21144/home/143870737,BRIGHT MLS,MDAA2012468,N,Y,39.1235589,-76.7196795
MLS Listing,,Single Family Residential,3108 Chestnut St NE,Washington,DC,20018,815000,4,2.0,WOODRIDGE,1788,3119,1935,1,456,,Active,,,http://www.redfin.com/DC/Washington/3108-Chestnut-St-NE-20018/home/10106591,BRIGHT MLS,DCDC2020064,N,Y,38.9310004,-76.9606716
MLS Listing,,Single Family Residential,2315 N Florida St,Arlington,VA,22207,1000000,3,2.5,COUNTRY CLUB,2113,8153,1940,1,473,,Active,November-7-2021 01:00 PM,November-7-2021 03:00 PM,http://www.redfin.com/VA/Arlington/2315-N-Florida-St-22207/home/11228220,BRIGHT MLS,VAAR2006690,N,Y,38.8975337,-77.1343823
MLS Listing,,Single Family Residential,3406 Lowell St NW,Washington,DC,20016,2395000,5,3.5,CLEVELAND PARK,3409,6300,1927,1,703,,Active,November-6-2021 02:00 PM,November-6-2021 04:00 PM,http://www.redfin.com/DC/Washington/3406-Lowell-St-NW-20016/home/9985814,BRIGHT MLS,DCDC2019760,N,Y,38.9323418,-77.067127
MLS Listing,,Single Family Residential,7109 Redmiles Rd,Laurel,MD,20707,519000,5,3.0,ROCKY GORGE ESTATES,1760,20769,1969,1,295,,Active,,,http://www.redfin.com/MD/Laurel/7109-Redmiles-Rd-20707/home/10717002,BRIGHT MLS,MDPG2014902,N,Y,39.1095929,-76.8826699
MLS Listing,,Townhouse,2016 2nd St NW Unit A,Washington,DC,20001,750000,2,2.5,LEDROIT PARK,1340,,2021,1,560,216,Active,November-6-2021 02:00 PM,November-6-2021 04:00 PM,http://www.redfin.com/DC/Washington/2016-2nd-St-NW-20001/unit-A/home/177075703,BRIGHT MLS,DCDC2020020,N,Y,38.918314,-77.015001
MLS Listing,,Townhouse,2117 Tunlaw Rd NW,Washington,DC,20007,1450000,3,4.0,GLOVER PARK,2982,2831,1928,1,486,,Active,November-7-2021 02:00 PM,November-7-2021 04:00 PM,http://www.redfin.com/DC/Washington/2117-Tunlaw-Rd-NW-20007/home/9933526,BRIGHT MLS,DCDC2019894,N,Y,38.9189356,-77.0724333
MLS Listing,,Single Family Residential,13 Midway Ave,Laurel,MD,20723,74900,3,2.0,MIDWAY MOBILE VILLAGE,1450,,1998,1,52,,Active,,,http://www.redfin.com/MD/Laurel/13-Midway-Ave-20723/home/12050511,BRIGHT MLS,MDHW2006674,N,Y,39.1082112,-76.8350821
MLS Listing,,Townhouse,1542 D St SE,Washington,DC,20003,699900,2,2.0,OLD CITY I,922,808,1913,1,759,,Active,November-6-2021 02:00 PM,November-6-2021 04:00 PM,http://www.redfin.com/DC/Washington/1542-D-St-SE-20003/home/9919030,BRIGHT MLS,DCDC2019584,N,Y,38.884315,-76.982471
MLS Listing,,Townhouse,2941 Stella Blue Ln,Fairfax,VA,22031,1069000,3,3.5,MOSAIC AT MERRIFIELD,1930,1127,2012,1,554,204,Active,November-6-2021 12:00 PM,November-6-2021 02:00 PM,http://www.redfin.com/VA/Fairfax/2941-Stella-Blue-Ln-22031/home/45357272,BRIGHT MLS,VAFX2029452,N,Y,38.8705198,-77.2319271
MLS Listing,,Condo/Co-op,12307 Braxfield Ct #13,North Bethesda,MD,20852,199000,2,1.0,BETHESDA PARK,1007,,1970,1,198,596,Active,,,http://www.redfin.com/MD/North-Bethesda/12307-Braxfield-Ct-20852/unit-13/home/176544799,BRIGHT MLS,MDMC2021720,N,Y,39.0584955,-77.1051063
MLS Listing,,Condo/Co-op,3406 Bitterwood Pl Unit J203,Laurel,MD,20724,249000,2,2.0,RUSSETT,1208,,1994,1,206,374,Active,,,http://www.redfin.com/MD/Laurel/3406-Bitterwood-Pl-20724/unit-J203/home/10370370,BRIGHT MLS,MDAA2012762,N,Y,39.1048792,-76.8013089
MLS Listing,,Townhouse,1444 Harvard St NW #202,Washington,DC,20009,470000,1,1.5,COLUMBIA HEIGHTS,795,,2021,1,591,167,Active,November-7-2021 01:00 PM,November-7-2021 03:00 PM,http://www.redfin.com/DC/Washington/1444-Harvard-St-NW-20009/unit-202/home/177074788,BRIGHT MLS,DCDC2020060,N,Y,38.9261781,-77.0341488
MLS Listing,,Townhouse,1656 Gales St NE,Washington,DC,20002,789000,3,2.0,OLD CITY I,1500,1218,1925,1,526,,Active,November-6-2021 02:00 PM,November-6-2021 04:00 PM,http://www.redfin.com/DC/Washington/1656-Gales-St-NE-20002/home/10112278,BRIGHT MLS,DCDC2019576,N,Y,38.8982895,-76.9799451
MLS Listing,,Condo/Co-op,2737 Devonshire Pl NW #115,Washington,DC,20008,224900,0,1.0,GARFIELD,461,,1929,1,488,388,Active,November-6-2021 02:00 PM,November-6-2021 04:00 PM,http://www.redfin.com/DC/Washington/2737-Devonshire-Pl-NW-20008/unit-115/home/9986562,BRIGHT MLS,DCDC2019586,N,Y,38.9314343,-77.0577956
